symbol,exchange,shares_outstanding,public_float,short_interest_date,shares_sold_short,change_from_last,percent_of_float
ELYS,NASDAQ,16670000.0,9260000.0,12/31/20,358282.0,4.83,3.87
EMAG,ARCA,750000.0,,12/31/20,803.0,-82.02,
EMAN,AMEX,67500000.0,56230000.0,12/31/20,947882.0,-52.25,1.69
EMB,NASDAQ,165300000.0,,12/31/20,12900000.0,13.27,
EMBD,ARCA,2400000.0,,12/31/20,4909.0,167.37,
EMBH,ARCA,250000.0,,12/31/20,13.0,-84.71,
EMCB,NASDAQ,500000.0,,12/31/20,16526.0,11.53,
EMCF,NASDAQ,2710000.0,2150000.0,12/31/20,7415.0,11.22,0.35
EMD,NYSE,,,12/31/20,114033.0,74.09,
EME,NYSE,54930000.0,53910000.0,12/31/20,905860.0,3.41,1.68
EMF,NYSE,16170000.0,,12/31/20,39397.0,-30.28,
EMFM,ARCA,849805.0,,12/31/20,4138.0,110.8,
EMIF,NASDAQ,650000.0,,12/31/20,1289.0,90.96,
EMKR,NASDAQ,29560000.0,26250000.0,12/31/20,168036.0,100.82,0.64
EML,NASDAQ,6240000.0,5920000.0,12/31/20,68495.0,19.09,1.16
EMLC,ARCA,107920000.0,,12/31/20,2029999.0,-53.77,
EMLP,ARCA,81610000.0,,12/31/20,32723.0,-60.58,
EMMF,ARCA,,,11/30/20,178.0,78.0,
EMN,NYSE,135470000.0,134630000.0,12/31/20,1560000.0,-28.2,1.16
EMNT,ARCA,1570000.0,,12/31/20,11635.0,300.52,
EMO,NYSE,14340000.0,,12/31/20,49795.0,49.32,
EMP,NYSE,,,12/31/20,14700.0,-57.73,
EMPW,NYSE,25000000.0,,12/31/20,62089.0,-81.02,
EMQQ,ARCA,24500000.0,,12/31/20,72689.0,34.51,
EMR,NYSE,598040000.0,593800000.0,12/31/20,7370000.0,-16.11,1.24
EMSG,ARCA,350001.0,,12/31/20,1421.0,-46.05,
EMTY,ARCA,575000.0,,12/31/20,200.0,11.11,
EMX,AMEX,84380000.0,68200000.0,12/31/20,162199.0,-16.29,0.24
EMXC,NASDAQ,3200000.0,,12/31/20,98016.0,-42.18,
EMXF,NASDAQ,300000.0,,12/31/20,354.0,-42.16,
ENB,NYSE,2029999999.0,2020000000.0,12/31/20,13540000.0,6.5,0.67
ENBA,NYSE,,,12/31/20,5973.0,-31.63,
ENBL,NYSE,435470000.0,85800000.0,12/31/20,3700000.0,39.87,4.31
ENDP,NASDAQ,230290000.0,227240000.0,12/31/20,21830000.0,7.05,9.61
ENFAU,NASDAQ,28750000.0,,,,,
ENFR,ARCA,3050000.0,,12/31/20,60620.0,433.67,
ENG,NASDAQ,27560000.0,15650000.0,12/31/20,1610000.0,481.51,10.27
ENIA,NYSE,,1520000000.0,12/31/20,2580000.0,-20.57,0.17
ENIC,NYSE,1380000000.0,,12/31/20,797970.0,10.27,
ENJ,NYSE,,,12/31/20,1944.0,138.53,
ENLC,NYSE,549560000.0,315750000.0,12/31/20,13150000.0,121.29,4.16
ENLV,NASDAQ,13460000.0,7620000.0,12/31/20,202606.0,-24.88,2.66
ENO,NYSE,,,12/31/20,8410.0,14.28,
ENOB,NASDAQ,46640000.0,13100000.0,12/31/20,706030.0,-16.45,5.39
ENPC,NYSE,16810000.0,,12/31/20,8981.0,-91.81,
ENPH,NASDAQ,126330000.0,117260000.0,12/31/20,8300000.0,-9.54,7.08
ENR,NYSE,68540000.0,63580000.0,12/31/20,2580000.0,-6.06,4.07
ENR.PRA,NYSE,2160000.0,,12/31/20,25048.0,190.82,
ENS,NYSE,42580000.0,41760000.0,12/31/20,1160000.0,-6.6,2.79
ENSG,NASDAQ,54240000.0,51190000.0,12/31/20,950528.0,10.7,1.86
ENSV,AMEX,5140000.0,4540000.0,12/31/20,461444.0,11.33,10.17
ENTA,NASDAQ,20080000.0,17710000.0,12/31/20,2410000.0,5.33,13.6
ENTG,NASDAQ,134990000.0,133560000.0,12/31/20,1580000.0,-12.04,1.18
ENTR,ARCA,5450000.0,,12/31/20,15195.0,27.9,
ENTX,NASDAQ,21060000.0,12280000.0,12/31/20,40891.0,-17.37,0.33
ENV,NYSE,53950000.0,50740000.0,12/31/20,2100000.0,-0.49,4.14
ENVA,NYSE,35670000.0,34240000.0,12/31/20,1920000.0,0.41,5.61
ENVB,NASDAQ,1870000.0,1060000.0,12/31/20,91661.0,188.98,8.64
ENVIU,NASDAQ,18000000.0,,,,,
ENX,AMEX,18120000.0,,12/31/20,2114.0,-70.98,
ENZ,NYSE,47900000.0,44130000.0,12/31/20,1960000.0,-0.57,4.45
ENZL,NASDAQ,3000000.0,,12/31/20,33926.0,106.82,
EOD,NYSE,43530000.0,,12/31/20,21531.0,-61.86,
EOG,NYSE,582240000.0,581480000.0,12/31/20,10940000.0,-12.77,1.88
EOI,NYSE,39320000.0,,12/31/20,5017.0,-78.3,
EOLS,NASDAQ,33750000.0,21900000.0,12/31/20,3900000.0,5.11,17.8
EOS,NYSE,49710000.0,,12/31/20,217554.0,13.4,
EOSE,NASDAQ,49800000.0,37170000.0,12/31/20,1830000.0,72.44,4.93
EOT,NYSE,,,12/31/20,5690.0,-29.38,
EP.PRC,NYSE,,,12/31/20,1213.0,230.52,
EPAC,NYSE,59870000.0,59240000.0,12/31/20,2100000.0,4.78,3.55
EPAM,NYSE,55990000.0,53970000.0,12/31/20,753245.0,10.28,1.4
EPAY,NASDAQ,45110000.0,44010000.0,12/31/20,1660000.0,8.82,3.76
EPC,NYSE,54530000.0,54310000.0,12/31/20,3290000.0,-1.38,6.06
EPD,NYSE,2180000000.0,1440000000.0,12/31/20,32229999.0,-7.54,2.24
EPHE,ARCA,4850000.0,,12/31/20,256178.0,-58.36,
EPHYU,NASDAQ,40250000.0,,,,,
EPI,ARCA,25200000.0,,12/31/20,2049999.0,3.47,
EPIX,NASDAQ,33680000.0,15060000.0,12/31/20,68331.0,350.7,0.45
EPM,AMEX,32950000.0,29780000.0,12/31/20,371528.0,3.03,1.25
EPOL,ARCA,14900000.0,,12/31/20,286788.0,-66.19,
EPP,ARCA,43200000.0,,12/31/20,386773.0,-29.58,
EPR,NYSE,74610000.0,73810000.0,12/31/20,7250000.0,7.82,9.83
EPR.PRC,NYSE,5390000.0,,12/31/20,14460.0,15.38,
EPR.PRE,NYSE,,,12/31/20,16916.0,-10.79,
EPR.PRG,NYSE,,,12/31/20,32903.0,11.32,
EPRT,NYSE,104670000.0,103000000.0,12/31/20,4760000.0,24.5,4.62
EPS,ARCA,11500000.0,,12/31/20,50472.0,255.24,
EPSN,NASDAQ,23860000.0,23210000.0,12/31/20,13047.0,420.22,0.06
EPU,ARCA,4900000.0,,12/31/20,39727.0,-37.54,
EPV,ARCA,587120.0,,12/31/20,16004.0,15.71,
EPZM,NASDAQ,101580000.0,87610000.0,12/31/20,10580000.0,4.92,12.07
EQ,NASDAQ,24730000.0,12610000.0,12/31/20,687578.0,83.6,5.45
EQAL,ARCA,14380000.0,,12/31/20,23169.0,19.46,
EQBK,NASDAQ,15220000.0,13320000.0,12/31/20,116641.0,-6.16,0.88
EQC,NYSE,121520000.0,119100000.0,12/31/20,1760000.0,3.89,1.48
EQC.PRD,NYSE,4920000.0,,12/31/20,7110.0,-17.33,
EQD,NYSE,41400000.0,,12/31/20,325853.0,335.96,
EQH,NYSE,449410000.0,399690000.0,12/31/20,16739999.0,-0.2,4.19
EQH.PRA,NYSE,,,12/31/20,14227.0,8.5,
EQH.PRC,NYSE,12000000.0,,,,,
EQIX,NASDAQ,89100000.0,88680000.0,12/31/20,1060000.0,-1.31,1.19
EQL,ARCA,1950000.0,,12/31/20,5894.0,-35.58,
EQNR,NYSE,3260000000.0,3220000000.0,12/31/20,7910000.0,21.8,0.25
EQOP,ARCA,413200.0,,12/31/20,61.0,1425.0,
EQOS,NASDAQ,31720000.0,25540000.0,12/31/20,270098.0,286.31,1.06
EQR,NYSE,372250000.0,364750000.0,12/31/20,9280000.0,-0.03,2.55
EQRR,NASDAQ,,,12/31/20,,,
EQS,NYSE,,,12/31/20,114808.0,50.04,
EQT,NYSE,255600000.0,269940000.0,12/31/20,20620000.0,25.04,7.64
EQWL,ARCA,1030000.0,,12/31/20,1432.0,266.24,
EQX,AMEX,242350000.0,209440000.0,12/31/20,3420000.0,-9.86,1.63
ERC,AMEX,,,12/31/20,24252.0,59.61,
ERES,NASDAQ,34500000.0,,12/31/20,71099.0,1463.3,
ERESU,NASDAQ,34500000.0,,12/31/20,,,
ERF,NYSE,222550000.0,221590000.0,12/31/20,6790000.0,15.75,3.06
ERH,AMEX,,,12/31/20,6260.0,-57.03,
ERIC,NASDAQ,,3070000000.0,12/31/20,7870000.0,14.65,0.26
ERIE,NASDAQ,46190000.0,25120000.0,12/31/20,863324.0,7.21,3.44
ERII,NASDAQ,56100000.0,36340000.0,12/31/20,2860000.0,1.08,7.88
ERJ,NYSE,,183950000.0,12/31/20,6710000.0,9.75,3.65
ERM,ARCA,550002.0,,11/13/20,50.0,51.52,
ERSX,ARCA,1650000.0,,12/31/20,601.0,-54.5,
ERUS,ARCA,12500000.0,,12/31/20,744789.0,-10.43,
ERX,ARCA,28810000.0,,12/31/20,607957.0,-41.18,
ERY,ARCA,1360000.0,,12/31/20,46850.0,-15.83,
ERYP,NASDAQ,20060000.0,19410000.0,12/31/20,1126.0,68.56,0.01
ES,NYSE,342820000.0,341580000.0,12/31/20,3080000.0,6.36,0.9
ESBA,ARCA,23960000.0,23960000.0,12/31/20,981.0,-18.32,0.0
ESBK,NASDAQ,,2510000.0,12/31/20,3051.0,-6.53,0.12
ESCA,NASDAQ,14170000.0,9350000.0,12/31/20,378242.0,13.9,4.04
ESE,NYSE,26040000.0,25370000.0,12/31/20,290702.0,14.11,1.15
ESEA,NASDAQ,4380000.0,1650000.0,12/31/20,3492.0,-87.38,0.21
ESGA,ARCA,2470000.0,,12/31/20,2186.0,-90.69,
ESGC,NYSE,207020000.0,76760000.0,12/31/20,14060000.0,2.23,18.32
ESGD,NASDAQ,55900000.0,,12/31/20,203116.0,-54.32,
ESGE,NASDAQ,157400000.0,,12/31/20,1480000.0,-17.33,
ESGN,ARCA,,,12/31/20,1.0,-99.57,
ESGR,NASDAQ,18560000.0,15090000.0,12/31/20,163767.0,37.17,1.09
ESGRO,NASDAQ,,,12/31/20,1986.0,46.57,
ESGRP,NASDAQ,,,12/31/20,8109.0,-45.14,
ESGS,ARCA,,,12/31/20,9.0,-93.84,
ESGU,NASDAQ,151650000.0,,12/31/20,424008.0,8.0,
ESI,NYSE,247210000.0,199070000.0,12/31/20,6460000.0,6.1,3.25
ESLT,NASDAQ,44200000.0,24620000.0,12/31/20,56399.0,53.73,0.23
ESNG,ARCA,200001.0,,12/31/20,4321.0,-8.06,
ESNT,NYSE,112420000.0,109560000.0,12/31/20,5690000.0,10.92,5.2
ESP,AMEX,2400000.0,1230000.0,12/31/20,1824.0,-50.03,0.15
ESPO,NASDAQ,10600000.0,,12/31/20,37738.0,40.86,
ESPR,NASDAQ,27880000.0,26940000.0,12/31/20,10780000.0,6.57,40.02
ESQ,NASDAQ,7660000.0,6560000.0,12/31/20,75195.0,-2.33,1.15
ESRT,NYSE,170950000.0,140820000.0,12/31/20,11410000.0,2.35,8.1
ESS,NYSE,65200000.0,64780000.0,12/31/20,830587.0,-6.6,1.28
ESSA,NASDAQ,10950000.0,8850000.0,12/31/20,70412.0,4.45,0.8
ESSC,NASDAQ,17700000.0,14090000.0,12/31/20,4767.0,65.75,0.03
ESSCR,NASDAQ,,,12/31/20,10798.0,10.07,
ESSCU,NASDAQ,17700000.0,,12/31/20,700000.0,309634.51,
ESTA,NASDAQ,23440000.0,20840000.0,12/31/20,213076.0,-8.6,1.02
ESTC,NYSE,87400000.0,63590000.0,12/31/20,7520000.0,-5.21,11.83
ESTE,NYSE,64720000.0,8680000.0,12/31/20,1140000.0,-33.27,13.11
ESXB,NASDAQ,22320000.0,21420000.0,12/31/20,180110.0,15.55,0.84
ET,NYSE,2700000000.0,2029999999.0,12/31/20,51060000.0,12.49,2.51
ETAC,NASDAQ,61200000.0,,12/31/20,220512.0,271.86,
ETACU,NASDAQ,52200000.0,,12/31/20,3799.0,34.53,
ETB,NYSE,26610000.0,,12/31/20,49947.0,73.89,
ETG,NYSE,76300000.0,,12/31/20,10947.0,-65.83,
ETH,NYSE,27450000.0,21210000.0,12/31/20,1650000.0,14.08,7.78
ETHO,ARCA,2300000.0,,12/31/20,1329.0,-41.51,
ETI.PR,NYSE,,,12/31/20,3788.0,17938.1,
ETJ,NYSE,63860000.0,,12/31/20,858204.0,0.72,
ETM,NYSE,133940000.0,113360000.0,12/31/20,7920000.0,-14.6,6.99
ETN,NYSE,398600000.0,397750000.0,12/31/20,3000000.0,0.87,0.76
ETNB,NASDAQ,19880000.0,16710000.0,12/31/20,705924.0,30.96,4.23
ETO,NYSE,15680000.0,,12/31/20,16869.0,486.95,
ETON,NASDAQ,24210000.0,17420000.0,12/31/20,904289.0,6.19,5.19
ETP.PRC,NYSE,,,12/31/20,20299.0,-11.72,
ETP.PRD,NYSE,,,12/31/20,54572.0,-1.41,
ETP.PRE,NYSE,,,12/31/20,132245.0,-12.9,
ETR,NYSE,200210000.0,199650000.0,12/31/20,2910000.0,95.89,1.46
ETRN,NYSE,432430000.0,404820000.0,12/31/20,23380000.0,-4.35,5.78
ETSY,NASDAQ,119330000.0,125230000.0,12/31/20,8480000.0,-0.85,6.77
ETTX,NASDAQ,27290000.0,9460000.0,12/31/20,81177.0,-60.83,0.86
ETV,NYSE,91380000.0,,12/31/20,240050.0,109.27,
ETW,NYSE,107490000.0,,12/31/20,54405.0,58.87,
ETX,NYSE,10850000.0,,12/31/20,86636.0,-14.66,
ETY,NYSE,151720000.0,,12/31/20,82099.0,-13.92,
EUCR,NASDAQ,13460000.0,,12/31/20,1.0,,
EUCRU,NASDAQ,10840000.0,,12/31/20,10744.0,22.26,
EUDG,ARCA,1450000.0,,12/31/20,3088.0,-79.08,
EUFN,NASDAQ,59200000.0,,12/31/20,1880000.0,-48.58,
EUFX,ARCA,100000.0,,12/31/20,74.0,-9.76,
EUM,ARCA,2049999.0,,12/31/20,48300.0,-11.99,
EUO,ARCA,2350000.0,,12/31/20,68017.0,6.41,
EURL,ARCA,1350000.0,,12/31/20,197300.0,9.51,
EURN,NYSE,,168660000.0,12/31/20,4059999.0,10.79,2.41
EUSA,ARCA,3950000.0,,12/31/20,11963.0,76.26,
EUSB,ARCA,3300000.0,,12/31/20,12575.0,-72.26,
EUSC,ARCA,1100000.0,,12/31/20,1237.0,-28.12,
EV,NYSE,114200000.0,110090000.0,12/31/20,5740000.0,1.55,5.21
EVA,NYSE,39770000.0,24820000.0,12/31/20,104835.0,158.31,0.42
EVBG,NASDAQ,34960000.0,34430000.0,12/31/20,4750000.0,2.19,13.81
EVBN,AMEX,5380000.0,5130000.0,12/31/20,31849.0,23.7,0.62
EVC,NYSE,59910000.0,58510000.0,12/31/20,410917.0,26.37,0.7
EVER,NASDAQ,18930000.0,14360000.0,12/31/20,3070000.0,7.55,21.34
EVF,NYSE,,,12/31/20,70868.0,50.06,
EVFM,NASDAQ,81300000.0,76780000.0,12/31/20,11690000.0,22.1,15.22
EVG,NYSE,17880000.0,,12/31/20,7535.0,212.01,
EVGN,NASDAQ,36490000.0,27930000.0,12/31/20,980092.0,68.65,3.51
EVH,NYSE,85780000.0,84420000.0,12/31/20,8790000.0,0.8,10.42
EVI,AMEX,11910000.0,5570000.0,12/31/20,1010000.0,0.84,18.11
EVK,NASDAQ,14810000.0,3980000.0,12/31/20,44342.0,-62.31,1.11
EVLO,NASDAQ,46190000.0,19500000.0,12/31/20,2100000.0,5.35,10.79
EVM,AMEX,24990000.0,,12/31/20,425.0,-96.01,
EVN,NYSE,39670000.0,,12/31/20,29301.0,-44.99,
EVOK,NASDAQ,31390000.0,27680000.0,12/31/20,555785.0,18.44,2.01
EVOL,NASDAQ,12200000.0,11330000.0,12/31/20,18131.0,-68.54,0.16
EVOP,NASDAQ,42010000.0,45780000.0,12/31/20,998065.0,-6.32,2.18
EVR,NYSE,40630000.0,38570000.0,12/31/20,1210000.0,10.24,3.13
EVRG,NYSE,226830000.0,225880000.0,12/31/20,7000000.0,-23.67,3.1
EVRI,NYSE,85930000.0,84740000.0,12/31/20,6080000.0,-8.77,7.17
EVT,NYSE,73510000.0,,12/31/20,55336.0,-45.29,
EVTC,NYSE,71910000.0,59550000.0,12/31/20,959931.0,61.31,1.61
EVV,AMEX,116150000.0,,12/31/20,64234.0,28.65,
EVX,ARCA,320000.0,,12/31/20,3980.0,333.08,
EVY,AMEX,5400000.0,,12/31/20,24776.0,-12.05,
EW,NYSE,623250000.0,617800000.0,12/31/20,4640000.0,-5.84,0.75
EWA,ARCA,71000000.0,,12/31/20,3540000.0,-5.84,
EWBC,NASDAQ,141490000.0,140520000.0,12/31/20,2060000.0,10.56,1.47
EWC,ARCA,93900000.0,,12/31/20,2400000.0,-26.84,
EWCO,ARCA,710001.0,,12/31/20,928.0,-95.5,
EWD,ARCA,10430000.0,,12/31/20,366646.0,-29.15,
EWEB,NASDAQ,349992.0,,12/31/20,11464.0,-78.45,
EWG,ARCA,81300000.0,,12/31/20,1440000.0,-2.23,
EWH,ARCA,58730000.0,,12/31/20,2880000.0,-48.68,
EWI,ARCA,5630000.0,,12/31/20,1170000.0,-8.85,
EWJ,ARCA,200700000.0,,12/31/20,9760000.0,30.79,
EWJE,NASDAQ,200000.0,,12/31/20,357.0,-55.09,
EWJV,NASDAQ,600000.0,,12/31/20,1631.0,-66.71,
EWK,ARCA,1920000.0,,12/31/20,14320.0,-93.39,
EWL,ARCA,39380000.0,,12/31/20,155060.0,-53.54,
EWM,ARCA,14400000.0,,12/31/20,1060000.0,-32.64,
EWMC,ARCA,1130000.0,,12/31/20,1321.0,-47.24,
EWN,ARCA,7050000.0,,12/31/20,349673.0,31.61,
EWO,ARCA,2750000.0,,12/31/20,47458.0,-11.21,
EWP,ARCA,21900000.0,,12/31/20,978092.0,-21.35,
EWQ,ARCA,24200000.0,,12/31/20,912536.0,-26.69,
EWRE,ARCA,740000.0,,12/31/20,2152.0,0.28,
EWS,ARCA,30600000.0,,12/31/20,1740000.0,-29.11,
EWSC,ARCA,450000.0,,12/31/20,7040.0,817.86,
EWT,ARCA,108200000.0,,12/31/20,5580000.0,-23.18,
EWU,ARCA,98600000.0,,12/31/20,1450000.0,-28.88,
EWV,ARCA,349910.0,,12/31/20,1250.0,-75.77,
EWW,ARCA,33600000.0,,12/31/20,8410000.0,-11.23,
EWX,ARCA,11400000.0,,12/31/20,3498.0,-55.48,
EWY,ARCA,84550000.0,,12/31/20,8170000.0,5.69,
EWZ,ARCA,176400000.0,,12/31/20,32430000.0,-19.11,
EWZS,NASDAQ,7150000.0,,12/31/20,9177.0,-68.87,
EXAS,NASDAQ,159030000.0,157430000.0,12/31/20,9760000.0,-7.68,6.2
EXC,NASDAQ,975570000.0,972940000.0,12/31/20,9440000.0,9.96,0.97
EXD,NYSE,9730000.0,,12/31/20,39059.0,39.67,
EXEL,NASDAQ,310240000.0,303760000.0,12/31/20,14450000.0,0.5,4.76
EXFO,NASDAQ,25080000.0,20750000.0,12/31/20,10084.0,534.61,0.05
EXG,NYSE,,,12/31/20,75106.0,14.11,
EXI,ARCA,3900000.0,,12/31/20,15813.0,-58.75,
EXK,NYSE,154990000.0,156190000.0,12/31/20,3370000.0,-27.11,2.15
EXLS,NASDAQ,34180000.0,32890000.0,12/31/20,932314.0,13.14,2.83
EXN,AMEX,32080000.0,24380000.0,12/31/20,291480.0,8.15,1.2
EXP,NYSE,41820000.0,41270000.0,12/31/20,1610000.0,0.4,3.9
EXPC,NASDAQ,,,12/31/20,418402.0,4234.87,
EXPCU,NASDAQ,,,12/31/20,5224.0,40084.62,
EXPD,NASDAQ,169270000.0,168180000.0,12/31/20,3510000.0,1.08,2.09
EXPE,NASDAQ,135700000.0,118140000.0,12/31/20,13050000.0,-21.15,11.05
EXPI,NASDAQ,69950000.0,30350000.0,12/31/20,1950000.0,8.95,6.43
EXPO,NASDAQ,51630000.0,50990000.0,12/31/20,667874.0,-10.15,1.31
EXPR,NYSE,64950000.0,60820000.0,12/31/20,8020000.0,15.07,13.19
EXR,NYSE,131360000.0,128340000.0,12/31/20,2750000.0,-5.8,2.14
EXTN,NYSE,33130000.0,32009999.0,12/31/20,1460000.0,17.34,4.55
EXTR,NASDAQ,123010000.0,120230000.0,12/31/20,4900000.0,0.31,4.07
EYE,NASDAQ,80420000.0,80310000.0,12/31/20,7670000.0,-0.2,9.55
EYEG,NASDAQ,6160000.0,6010000.0,12/31/20,58602.0,1077.93,0.97
EYEN,NASDAQ,24880000.0,15680000.0,12/31/20,156739.0,213.32,1.0
EYES,NASDAQ,23210000.0,5640000.0,12/31/20,437712.0,-17.91,7.76
EYPT,NASDAQ,18160000.0,8890000.0,12/31/20,224535.0,-35.63,2.52
EZA,ARCA,9900000.0,,12/31/20,2000000.0,-4.02,
EZJ,ARCA,150000.0,,12/31/20,21014.0,34.16,
EZM,ARCA,14400000.0,,12/31/20,14498.0,1145.53,
EZPW,NASDAQ,52330000.0,50250000.0,12/31/20,5850000.0,-7.56,11.65
F,NYSE,3910000000.0,3900000000.0,12/31/20,97290000.0,-2.16,2.49
F.PRB,NYSE,,,12/31/20,4726.0,-31.2,
F.PRC,NYSE,,,12/31/20,39255.0,-21.44,
FAAR,NASDAQ,2100000.0,,12/31/20,58789.0,443.99,
FAB,NASDAQ,1250000.0,,12/31/20,3509.0,-79.22,
FAD,NASDAQ,1950000.0,,12/31/20,3960.0,-59.28,
FAF,NYSE,111650000.0,108260000.0,12/31/20,1260000.0,-10.16,1.17
FAII,NYSE,34500000.0,,12/31/20,378452.0,451.48,
FALN,NASDAQ,31250000.0,,12/31/20,232602.0,125.49,
FAM,NYSE,12760000.0,,12/31/20,36466.0,533.2,
FAMI,NASDAQ,20520000.0,9400000.0,12/31/20,78747.0,-67.75,0.84
FAN,ARCA,19100000.0,,12/31/20,108553.0,16.99,
FANG,NASDAQ,157970000.0,156860000.0,12/31/20,7110000.0,-6.29,4.53
FANH,NASDAQ,53690000.0,51280000.0,12/31/20,3200000.0,-4.97,6.24
FARM,NASDAQ,17540000.0,14780000.0,12/31/20,401371.0,-3.17,2.72
FARO,NASDAQ,17840000.0,17550000.0,12/31/20,511397.0,0.54,2.91
FAS,ARCA,34900000.0,,12/31/20,516432.0,-34.71,
FAST,NASDAQ,574100000.0,572140000.0,12/31/20,15260000.0,14.43,2.67
FAT,NASDAQ,14690000.0,13750000.0,12/31/20,30426.0,-58.48,0.22
FATBP,NASDAQ,881249.0,,12/31/20,4641.0,170.3,
FATE,NASDAQ,92370000.0,86290000.0,12/31/20,11040000.0,-15.57,12.8
FAX,AMEX,247700000.0,,12/31/20,32977.0,-93.53,
FAZ,ARCA,28270000.0,,12/31/20,1390000.0,-15.36,
FB,NASDAQ,2400000000.0,2380000000.0,12/31/20,23420000.0,0.84,0.98
FBC,NYSE,57150000.0,51450000.0,12/31/20,1490000.0,-13.93,2.9
FBGX,ARCA,260000.0,,12/31/20,100.0,-18.7,
FBHS,NYSE,138930000.0,138240000.0,12/31/20,1410000.0,-18.77,1.02
FBIO,NASDAQ,93700000.0,65440000.0,12/31/20,1520000.0,-3.63,2.33
FBIOP,NASDAQ,3430000.0,,12/31/20,793.0,-61.22,
FBIZ,NASDAQ,8520000.0,8029999.0,12/31/20,51445.0,11.55,0.64
FBK,NYSE,47200000.0,32509999.0,12/31/20,1100000.0,16.09,3.37
FBM,NYSE,43210000.0,22490000.0,12/31/20,721197.0,19.28,3.21
FBMS,NASDAQ,21410000.0,20390000.0,12/31/20,283504.0,12.45,1.39
FBNC,NASDAQ,28630000.0,27970000.0,12/31/20,1280000.0,-5.77,4.58
FBND,ARCA,30750000.0,,12/31/20,19336.0,-90.83,
FBP,NYSE,218230000.0,213280000.0,12/31/20,4099999.0,0.9,1.92
FBRX,NASDAQ,12830000.0,1490000.0,12/31/20,351592.0,18.71,23.55
FBSS,NASDAQ,3800000.0,3400000.0,12/31/20,1142.0,-34.37,0.03
FBT,ARCA,12150000.0,,12/31/20,30932.0,49.59,
FBZ,NASDAQ,650002.0,,12/31/20,191.0,-66.61,
FC,NYSE,14040000.0,11850000.0,12/31/20,274281.0,-9.04,2.32
FCA,NASDAQ,450002.0,,12/31/20,184.0,-96.33,
FCAC,NASDAQ,34500000.0,,12/31/20,74917.0,-16.42,
FCACU,NASDAQ,30000000.0,,12/31/20,4412.0,-33.16,
FCAL,NASDAQ,1800000.0,,12/31/20,15675.0,95.16,
FCAP,NASDAQ,3380000.0,3220000.0,12/31/20,150769.0,0.84,4.68
FCBC,NASDAQ,17720000.0,15650000.0,12/31/20,160265.0,13.33,1.02
FCBP,NASDAQ,11710000.0,9970000.0,12/31/20,91384.0,11.86,0.92
FCCO,NASDAQ,7490000.0,7100000.0,12/31/20,74173.0,14.56,1.05
FCCY,NASDAQ,10240000.0,8940000.0,12/31/20,64560.0,5.48,0.72
FCEF,NASDAQ,1410000.0,,12/31/20,8688.0,1978.47,
FCEL,NASDAQ,314530000.0,307470000.0,12/31/20,43140000.0,25.44,14.03
FCF,NYSE,96130000.0,94580000.0,12/31/20,1620000.0,2.4,1.72
FCFS,NASDAQ,41440000.0,40320000.0,12/31/20,1260000.0,-1.65,3.11
FCG,ARCA,12150000.0,,12/31/20,94279.0,-41.64,
FCN,NYSE,35660000.0,34950000.0,12/31/20,1720000.0,-8.51,4.93
FCNCA,NASDAQ,8810000.0,5350000.0,12/31/20,246796.0,3.32,4.61
FCNCP,NASDAQ,13800000.0,,12/31/20,15343.0,156.44,
FCO,AMEX,,,12/31/20,129993.0,12.14,
FCOM,ARCA,14200000.0,,12/31/20,37062.0,-12.16,
FCOR,ARCA,4700000.0,,12/31/20,2023.0,-91.88,
FCPT,NYSE,73450000.0,72770000.0,12/31/20,2089999.0,9.58,2.87
FCRD,NASDAQ,30110000.0,28070000.0,12/31/20,40620.0,-40.08,0.14
FCRW,NYSE,,,12/31/20,518.0,-55.88,
FCRZ,NYSE,,,12/31/20,1818.0,1.56,
FCT,NYSE,26670000.0,,12/31/20,44244.0,-23.78,
FCVT,NASDAQ,6050000.0,,12/31/20,7453.0,11.27,
FCX,NYSE,1450000000.0,1450000000.0,12/31/20,17160000.0,-15.65,1.19
FDBC,NASDAQ,4980000.0,3790000.0,12/31/20,93798.0,-1.01,2.48
FDD,ARCA,17100000.0,,12/31/20,54998.0,-51.4,
FDEU,NYSE,,,12/31/20,8193.0,-11.53,
FDHY,ARCA,3150000.0,,12/31/20,8671.0,-40.27,
FDIS,ARCA,17900000.0,,12/31/20,106341.0,17.04,
FDIV,NASDAQ,1050000.0,,12/31/20,,,
FDL,ARCA,47300000.0,,12/31/20,86312.0,-60.0,
FDLO,ARCA,9300000.0,,12/31/20,35276.0,-44.66,
FDM,ARCA,2510000.0,,12/31/20,3620.0,495.39,
FDMO,ARCA,2600000.0,,12/31/20,32967.0,-39.62,
FDMT,NASDAQ,25230000.0,20710000.0,12/31/20,159055.0,-29.92,0.77
FDN,ARCA,52050000.0,,12/31/20,220712.0,-36.71,
FDNI,NASDAQ,2049999.0,,12/31/20,30629.0,64.67,
FDP,NYSE,47370000.0,34260000.0,12/31/20,1050000.0,23.69,3.06
FDRR,ARCA,8450000.0,,12/31/20,36334.0,-13.95,
FDS,NYSE,37980000.0,37550000.0,12/31/20,692618.0,-10.84,1.84
FDT,NASDAQ,6340000.0,,12/31/20,25786.0,-72.48,
FDTS,NASDAQ,200002.0,,12/31/20,88.0,-75.07,
FDUS,NASDAQ,24440000.0,24090000.0,12/31/20,207638.0,-3.63,0.86
